ubicacion,fecha,puntuacion,titulo_comentario,comentario_negativo,comentario_positivo,etiquetas,cantidad_comentarios,nacionalidad
Donosti,Escrito en 7 de junio de 2024,"7,0",María,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño privado | Estancia de 1 noche,,
Donosti,Escrito en 7 de junio de 2024,"9,0",Laura,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 3 de junio de 2024,"9,0",Helena,,,Viaje de ocio | Grupo | Habitación Familiar con baño privado | Estancia de 3 noches | Enviado por móvil,,
Donosti,Escrito en 2 de junio de 2024,"7,0",Ana,,,Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 1 de junio de 2024,"8,0",Eugui,,,Viaje de ocio | Familia con niños pequeños | Habitación Cuádruple con baño | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 1 de junio de 2024,"7,0",Verónica,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 28 de mayo de 2024,"7,0",Eduardo,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 17 noches | Enviado por móvil,,
Donosti,Escrito en 26 de mayo de 2024,"9,0",Reyes,,,Pareja | Habitación Doble con baño privado - 2 camas | Estancia de 3 noches | Enviado por móvil,,
Donosti,Escrito en 21 de mayo de 2024,"7,0",Roger,,,Familia con niños pequeños | Habitación Familiar con baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 20 de mayo de 2024,"8,0",Marieta1973,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida femenina de 8 camas con baño privado | Estancia de 1 noche,,
Donosti,Escrito en 8 de mayo de 2024,"8,0",Nadia,,,Viaje de negocios | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 8 de mayo de 2024,"8,0",María,,,Viaje de ocio | Pareja | Habitación Doble con baño privado - 2 camas | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 6 de mayo de 2024,"9,0",Rosa,,,Viaje de ocio | Grupo | Habitación Familiar con baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 5 de mayo de 2024,"8,0",Santiago,,,Viaje de ocio | Grupo | Habitación Familiar con baño privado | Estancia de 1 noche,,
Donosti,Escrito en 27 de abril de 2024,"9,0",Guzman,,,Viaje de ocio | Grupo | Habitación con baño compartido - 6 camas | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 10 de diciembre de 2023,"9,0",Andrea,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 10 de diciembre de 2023,"8,0",Juan,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 9 de diciembre de 2023,"9,0",Ignacioec,,,Viaje de ocio | Familia con niños pequeños | Cama en habitación compartida mixta con 6 camas y baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 30 de noviembre de 2023,"8,0",Maria,,,Viaje de ocio | Grupo | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 27 de noviembre de 2023,"7,0",Kellyan,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 19 de noviembre de 2023,"8,0",Maria,,,Viaje de negocios | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño privado | Estancia de 3 noches | Enviado por móvil,,
Donosti,Escrito en 10 de noviembre de 2023,"8,0",Ruben,,,Familia con niños pequeños | Habitación con baño privado - 6 camas | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 6 de noviembre de 2023,"7,0",Nicolas,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 26 de octubre de 2023,"9,0",Gema,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 26 de octubre de 2023,"9,0",Kikeloquillo,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 4 camas y baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 20 de octubre de 2023,"9,0",Silvana,,,Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 14 de octubre de 2023,"9,0",Esther,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 11 de octubre de 2023,"8,0",Kikeloquillo,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 8 de octubre de 2023,"8,0",Guillermo,,,Viaje de ocio | Grupo | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 8 de octubre de 2023,"8,0",Jose,,,Viaje de ocio | Pareja | Habitación Doble con baño privado - 2 camas | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 8 de octubre de 2023,"9,0",Naia,,,Viaje de negocios | Persona que viaja sola | Cama en habitación compartida femenina de 8 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 7 de octubre de 2023,"8,0",Mariam,,,Viaje de ocio | Pareja | Habitación Doble con baño privado - 2 camas | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 5 de octubre de 2023,"8,0",Mariano,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida femenina de 8 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 3 de octubre de 2023,"8,0",Joshugil,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche,,
Donosti,Escrito en 1 de octubre de 2023,"7,0",Maria,,,Viaje de ocio | Familia con niños pequeños | Cama en habitación compartida mixta con 6 camas y baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 25 de septiembre de 2023,"8,0",Pilar,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 19 de septiembre de 2023,"7,0",Ane,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño compartido | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 19 de septiembre de 2023,"7,0",Virginia,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta de 8 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 18 de septiembre de 2023,"8,0",Mayte,,,Viaje de ocio | Familia con niños pequeños | Habitación con baño privado - 6 camas | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 16 de septiembre de 2023,"9,0",Manuel,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 16 de abril de 2023,"8,0",Irene,,,Viaje de negocios | Persona que viaja sola | Cama en habitación compartida femenina de 6 camas con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 16 de abril de 2023,"8,0",Irene,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida femenina de 8 camas con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 15 de abril de 2023,"8,0",Carola,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida femenina de 8 camas con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 15 de abril de 2023,"9,0",Junkal,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 12 de abril de 2023,"8,0",Fabio,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 11 de abril de 2023,"8,0",Adrián,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 11 de abril de 2023,"8,0",Carlos,,,Viaje de ocio | Familia con niños pequeños | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 9 de abril de 2023,"8,0",Alvaro,,,Viaje de ocio | Grupo de amigos | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 7 de abril de 2023,"7,0",Maria,,,Viaje de ocio | Grupo | Habitación con baño privado - 6 camas | Estancia de 1 noche,,
Donosti,Escrito en 6 de abril de 2023,"9,0",Lorenamac,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 4 de abril de 2023,"9,0",Carolina,,,Viaje de ocio | Grupo | Habitación con baño privado - 8 camas | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 3 de abril de 2023,"9,0",Miglena,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 31 de marzo de 2023,"8,0",Miguel,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche,,
Donosti,Escrito en 25 de marzo de 2023,"9,0",Carlos,,,Viaje de ocio | Familia con niños pequeños | Habitación con baño compartido - 6 camas | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 15 de marzo de 2023,"9,0",Juan,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 7 noches | Enviado por móvil,,
Donosti,Escrito en 14 de marzo de 2023,"8,0",Alfred,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 2 noches,,
Donosti,Escrito en 13 de marzo de 2023,"8,0",Carmen,,,Viaje de ocio | Grupo | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 6 de marzo de 2023,"8,0",Rivera,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar Deluxe con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 5 de marzo de 2023,"9,0",Rochelle,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 3 de marzo de 2023,"7,0",Carlos,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 26 de febrero de 2023,"7,0",Cayetano,,,Viaje de ocio | Grupo | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 26 de febrero de 2023,"7,0",Jonathan,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 22 de febrero de 2023,"8,0",Juan,,,Viaje de negocios | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 3 noches | Enviado por móvil,,
Donosti,Escrito en 19 de febrero de 2023,"9,0",Benito,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 5 noches | Enviado por móvil,,
Donosti,Escrito en 19 de febrero de 2023,"8,0",Elena,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 13 de septiembre de 2025,10,David,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 12 de septiembre de 2025,10,Juan,,,Viaje de ocio | Persona que viaja sola | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 7 de septiembre de 2025,"1,0",Barbero,,,Viaje de negocios | Persona que viaja sola | Cama en habitación compartida mixta de 8 camas con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 4 de septiembre de 2025,10,Carla,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 7 noches | Enviado por móvil,,
Donosti,Escrito en 3 de septiembre de 2025,10,Liliana,,,Viaje de ocio | Pareja | Habitación Doble con baño privado - 2 camas | Estancia de 2 noches,,
Donosti,Escrito en 2 de septiembre de 2025,10,Julian,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta de 8 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 22 de agosto de 2025,10,Manuel,,,Viaje de ocio | Grupo | Habitación Cuádruple con baño | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 19 de agosto de 2025,10,Estmartor,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida femenina de 8 camas con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 27 de julio de 2025,10,Alexander,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta de 8 camas con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 25 de julio de 2025,"6,0",Aridane,,,Viaje de ocio | Pareja | Habitación Doble con baño privado - 2 camas | Estancia de 4 noches | Enviado por móvil,,
Donosti,Escrito en 19 de julio de 2025,"4,0",Iker,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta de 8 camas con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 17 de julio de 2025,"6,0",Alfonso,,,Viaje de ocio | Grupo | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 8 de julio de 2025,"5,0",Hubert,,,Viaje de ocio | Grupo | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 2 de julio de 2025,10,Armando,,,Viaje de ocio | Grupo | Habitación Familiar con baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 29 de junio de 2025,10,Jorge,,,Viaje de ocio | Grupo de amigos | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 29 de junio de 2025,"5,0",Gheorghita,,,Viaje de ocio | Familia con niños pequeños | Habitación Cuádruple con baño | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 26 de junio de 2025,10,Juan,,,Viaje de ocio | Grupo | Habitación Familiar Deluxe con baño privado | Estancia de 1 noche,,
Donosti,Escrito en 25 de junio de 2025,"6,0",Zulima,,,Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 24 de junio de 2025,"6,0",German,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta de 8 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 22 de junio de 2025,10,Immaculada,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 12 de junio de 2025,10,Irene,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta de 8 camas con baño privado | Estancia de 1 noche,,
Donosti,Escrito en 3 de junio de 2025,"5,0",Sergio,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 3 de junio de 2025,"5,0",Sergio,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 31 de mayo de 2025,10,Miguel,,,Viaje de ocio | Grupo | Habitación Familiar con baño compartido | Estancia de 3 noches | Enviado por móvil,,
Donosti,Escrito en 30 de mayo de 2025,10,Judith,,,Viaje de ocio | Grupo | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 7 de octubre de 2024,10,Estefania,,,Viaje de ocio | Pareja | Habitación Doble con baño privado - 2 camas | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 3 de octubre de 2024,10,Melissa,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar Deluxe con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 2 de octubre de 2024,10,Mariluz,,,Persona que viaja sola | Cama en habitación compartida femenina de 6 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 30 de septiembre de 2024,"6,0",Lidia,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 27 de septiembre de 2024,10,Michelle,,,Viaje de negocios | Persona que viaja sola | Cama en habitación compartida femenina de 6 camas con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 26 de septiembre de 2024,10,Nathaly,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida femenina de 8 camas con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 26 de septiembre de 2024,10,Martin,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 10 de septiembre de 2024,"5,0",Maria,,,Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 7 de septiembre de 2024,10,Jose,,,Viaje de ocio | Grupo | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 6 de septiembre de 2024,10,Fernando,,,Viaje de ocio | Grupo de amigos | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 30 de agosto de 2024,10,Iván,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta de 8 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 30 de agosto de 2024,10,Iván,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 25 de agosto de 2024,10,Sonia,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 25 de agosto de 2024,10,Ana,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 24 de agosto de 2024,"6,0",Jose,,,Viaje de ocio | Pareja | Habitación Doble con baño privado - 2 camas | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 24 de agosto de 2024,10,Maria,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 13 de agosto de 2024,10,Andreea,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 11 de agosto de 2024,10,Jose,,,Viaje de ocio | Grupo | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 11 de agosto de 2024,10,Esther,,,Viaje de ocio | Grupo de amigos | Habitación Cuádruple con baño | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 31 de julio de 2024,10,Alberdi,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 4 camas y baño privado | Estancia de 3 noches | Enviado por móvil,,
Donosti,Escrito en 29 de julio de 2024,"6,0",Pilar,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 28 de julio de 2024,"6,0",Eduardo,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches,,
Donosti,Escrito en 23 de julio de 2024,"1,0",Sandra,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida femenina de 8 camas con baño privado | Estancia de 1 noche,,
Donosti,Escrito en 19 de julio de 2024,10,Raquel,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 18 de julio de 2024,"6,0",Angel,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 7 de octubre de 2023,"6,0",Zhengning,,,Viaje de ocio | Persona que viaja sola | Habitación Familiar con baño privado | Estancia de 3 noches | Enviado por móvil,,
Donosti,Escrito en 5 de octubre de 2023,"3,0",Huamaní,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 30 de septiembre de 2023,"3,0",Carlos,,,Viaje de ocio | Familia con niños pequeños | Habitación Doble con baño privado - 2 camas | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 29 de septiembre de 2023,"4,0",Irene,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 29 de septiembre de 2023,10,Tuzinkievicz,,,Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 26 de septiembre de 2023,10,Marta,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 25 de septiembre de 2023,10,Enrique,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 15 de septiembre de 2023,10,Bergara,,,Persona que viaja sola | Cama en habitación compartida mixta de 8 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 11 de septiembre de 2023,10,Juan,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 9 de septiembre de 2023,10,Battasse,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 7 de septiembre de 2023,10,Manuel,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta de 8 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 20 de agosto de 2023,10,Jose,,,Viaje de ocio | Grupo de amigos | Habitación con baño privado - 6 camas | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 19 de agosto de 2023,"6,0",Rafael,,,Viaje de ocio | Familia con niños pequeños | Habitación con baño compartido - 6 camas | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 19 de agosto de 2023,10,Gisela,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 18 de agosto de 2023,"3,0",Nuño,,,Viaje de ocio | Familia con niños pequeños | Habitación con baño privado - 6 camas | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 18 de agosto de 2023,"5,0",Claudia,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida femenina de 8 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 17 de agosto de 2023,10,Maria,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta de 8 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 1 de agosto de 2023,"6,0",Ana,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida femenina de 6 camas con baño privado | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 18 de julio de 2023,10,Laura,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 16 de julio de 2023,"6,0",Patricio,,,Viaje de ocio | Familia con niños pequeños | Habitación con baño privado - 8 camas | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 4 de julio de 2023,"6,0",Pilar,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida femenina de 8 camas con baño privado | Estancia de 4 noches | Enviado por móvil,,
Donosti,Escrito en 24 de junio de 2023,"5,0",Mari,,,Viaje de negocios | Familia con niños pequeños | Habitación Cuádruple con baño | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 18 de junio de 2023,10,P,,,Viaje de ocio | Familia con niños pequeños | Habitación Familiar con baño privado | Estancia de 2 noches | Enviado por móvil,,
Donosti,Escrito en 18 de junio de 2023,10,Elimaymm,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño compartido | Estancia de 1 noche | Enviado por móvil,,
Donosti,Escrito en 17 de junio de 2023,"6,0",Víctor,,,Viaje de ocio | Persona que viaja sola | Cama en habitación compartida mixta con 6 camas y baño privado | Estancia de 1 noche | Enviado por móvil,,
BilbaoMuseo,Escrito en 14 de diciembre de 2025,10,Lopez,"La única pega ha sido el sofá cama, un poco incomodo.","La situación, limpieza y las instalaciones en general.",Viaje de ocio | Familia con niños pequeños | Estudio | Estancia de 1 noche | Enviado por móvil,7 comentarios,España
BilbaoMuseo,Escrito en 5 de diciembre de 2025,"9,0",B,Terrible el extremo ambientador en la planta baja . Subes a la habitación mareado . Por demás. Acabé con osmofobia y cefalea .,Ubicación,Viaje de negocios | Grupo | Estudio | Estancia de 1 noche | Enviado por móvil,22 comentarios,España
BilbaoMuseo,Escrito en 16 de noviembre de 2025,10,Karlosmaiden,Me gustó todo,"La ubicación es una pasada, lo fácil de llegar al párking y a 5 minutos el apartamento, la cerradura del portal se abre con el móvil, entrar y un olor super agradable, abrir la puerta del apartamento y una pasada de chulo, limpio, todo nuevo, aire acondicionado, lavadora, horno microondas, TV plano, todo super bien, mi hija de 12años y mi sobrina de 15 super contentas, 2 cajas de bienvenida con aguas patatas.... gracias por todo",Viaje de ocio | Familia con niños pequeños | Estudio | Estancia de 1 noche | Enviado por móvil,74 comentarios,España
BilbaoMuseo,Escrito en 10 de noviembre de 2025,"7,0",Els,"Sofa cama muy incómodo, hundido y con ruido de muelles con cada movimiento. Las habitaciones no tienen paredes, solo separación de ambiente con listones de madera en un espacio diáfano con el sala-cocina.",Diseño y emplazamiento.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,20 comentarios,España
BilbaoMuseo,Escrito en 9 de noviembre de 2025,10,Martinez,Nada,Ubicación y comodidad de las instalaciones,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,3 comentarios,España
BilbaoMuseo,Escrito en 28 de octubre de 2025,10,Alejandro,Se escuchaba un goteo por la noche del piso de arriba y la luz roja de la alarma de incendios parpadea y molesta un poco por la noche,,Con una mascota | Viaje de ocio | Pareja | Estudio | Estancia de 4 noches | Enviado por móvil,6 comentarios,Corea del Sur
